Fecha,Libro,Autor,Género,Cantidad,Precio Unitario
2022/09/29,Secretos ocultos,Cody Shields,Ciencia,18,33.01
2025/03/14,Crónicas de un viajero,Kathy Murphy,Terror,4,17
2021/07/20,Las voces del pasado,Jason Clark,No Ficción,19,34.17
2023/02/16,El misterio del tiempo,Kevin Rice,Misterio,17,43
2022/04/26,Secretos ocultos,Angela Weiss,Ciencia,5,17.36
2021/07/26,El último amanecer,Annette Gordon DVM,Romance,20,9.88
2024/10/05,El enigma de la cueva,Laurie Wolf,Ficción,15,34.69
2023/10/06,El misterio del tiempo,William Williams,Historia,16,20.32
2022/12/17,La teoría del todo,Derek Garrison,Romance,14,37.65
2023/03/06,Bajo la luna roja,Brooke Allen,Misterio,2,47.94
2022/08/13,La teoría del todo,Cynthia Little,Ciencia,6,45.67
2025/01/09,Sombras en la ciudad,Joseph Hall,Terror,9,46.33
2021/12/27,Sombras en la ciudad,Michael Smith,Terror,19,41.39
2022/07/27,La sombra del viento,Kimberly Cline,Autoayuda,9,47.26
2023/10/07,El último amanecer,Joseph Ortiz,Ficción,18,17.21
2021/05/22,Destino incierto,Lori Chavez,Misterio,10,49.51
2023/05/27,Cien años de soledad,Cody Greer,Terror,11,33.01
2024/12/26,La sombra del viento,Allison Olson,Fantasía,5,10.69
2024/01/17,La teoría del todo,Julie Nicholson,Autoayuda,18,25.04
2021/07/11,El alquimista,Erin Gallagher,Romance,19,32.03
2021/11/19,El arte de la guerra,Jason Smith,Ciencia,6,18.97
2023/07/27,Secretos ocultos,Whitney Bennett,Misterio,2,32.73
2023/07/29,Las voces del pasado,Nancy Mercado,Autoayuda,16,29.16
2021/07/23,El arte de la guerra,Alicia Richardson,No Ficción,5,14.31
2021/05/17,Destino incierto,Laura Ramirez,Terror,17,47.25
2024/09/07,Mentes brillantes,Alexander Nash,Misterio,11,29.54
2025/03/25,Sombras en la ciudad,Tyler Roberts,Romance,5,19.85
2023/12/01,Bajo la luna roja,Jesse Chen,Fantasía,11,9.05
2022/11/08,El enigma de la cueva,Tina Davis,Historia,14,45.16
2023/09/13,Sombras en la ciudad,Austin White,Fantasía,12,34.2
2023/01/30,El enigma de la cueva,Brent Robinson,Fantasía,6,5.54
2024/02/24,El arte de la guerra,Stephanie Velez,Autoayuda,17,37.12
2024/07/05,El arte de la guerra,Teresa Shaffer,Fantasía,15,35.46
2022/06/05,Crónicas de un viajero,John Miller,Historia,17,28.97
2022/03/04,Las voces del pasado,Julie Murphy,Ciencia,20,18.42
2021/06/22,Sombras en la ciudad,Michael Patel,No Ficción,4,35.7
2023/08/20,Las voces del pasado,Lydia Bird,Terror,18,18.11
2025/03/06,Sombras en la ciudad,David Hays,Terror,5,22.71
2022/08/12,El enigma de la cueva,Mariah Williams,Historia,15,25.54
2024/02/20,La sombra del viento,John Randolph,Fantasía,17,19.74
2025/03/07,La teoría del todo,Alicia Gutierrez,No Ficción,18,20.65
2023/02/23,El misterio del tiempo,Jeremy Horn,Ficción,11,44.85
2022/05/14,Secretos ocultos,Megan Foster,Historia,19,24.88
2023/03/24,Sombras en la ciudad,Kevin Martin,Ciencia,15,32.71
2022/09/10,El arte de la guerra,Timothy Oneal,Romance,11,9.24
2024/04/08,El arte de la guerra,Richard Garcia,Autoayuda,19,26.23
2022/12/18,Sombras en la ciudad,Brandon Keller,Autoayuda,16,5.83
2024/01/27,Secretos ocultos,Diane Rodriguez,Terror,15,30.9
2023/05/22,Las voces del pasado,Denise Smith,Fantasía,17,15.86
2024/10/27,El misterio del tiempo,Mr. Brandon Rodriguez PhD,Fantasía,18,31.24
2022/01/09,Destino incierto,Judy Carter,Terror,16,33.39
2024/05/04,Mentes brillantes,Melissa Williams,Ficción,7,27.42
2023/11/29,El arte de la guerra,Christopher Miller,Misterio,4,25.62
2024/04/21,El alquimista,Brenda Levy,Romance,10,49.85
2023/01/10,El último amanecer,Martha Martinez,Misterio,1,45.41
2025/01/06,El misterio del tiempo,Curtis Burns,Terror,20,33.79
2024/05/11,Secretos ocultos,Ernest Jacobs,Ciencia,9,48.24
2022/05/27,El último amanecer,David Johnson,Fantasía,7,46.31
2022/02/16,Sombras en la ciudad,Manuel Lewis,Romance,12,18.48
2021/12/24,El misterio del tiempo,Robert Nelson,Ciencia,13,30.97
2024/09/20,El enigma de la cueva,Philip Jordan,Misterio,8,23.64
2023/08/09,La sombra del viento,Peter Lee,Ficción,10,38.29
2022/05/10,Bajo la luna roja,Elizabeth Aguirre,Historia,6,45.92
2023/06/14,Bajo la luna roja,Lisa Riley,Misterio,13,40.36
2021/10/22,Cien años de soledad,Caleb Petersen,Ciencia,6,47.22
2023/04/08,La teoría del todo,Melissa Ortega,Ficción,15,48.56
2024/06/19,Secretos ocultos,Jason Gray,Misterio,12,6.19
2024/11/06,Sombras en la ciudad,Mariah Robinson,Ciencia,3,13.65
2022/04/17,Crónicas de un viajero,Gregory Green,No Ficción,19,22.64
2023/10/04,El misterio del tiempo,Christopher Campbell,No Ficción,1,45.71
2024/05/16,El enigma de la cueva,Christine Lambert,Terror,17,21.14
2023/06/09,Secretos ocultos,Richard Richmond,Romance,20,17.21
2022/03/07,El misterio del tiempo,Phillip Maldonado,Historia,20,22.75
2021/12/07,Cien años de soledad,Diana Anderson,Fantasía,5,33.84
2021/12/02,La teoría del todo,Jacqueline Leonard,Romance,12,28.29
2024/04/19,El arte de la guerra,Robert White,Fantasía,12,8.8
2022/05/20,La teoría del todo,Emily Flores,Terror,4,24.8
2024/03/29,Mentes brillantes,Ashley Davis,Ciencia,7,16.42
2023/05/08,Bajo la luna roja,John Cruz,Misterio,8,28.97
2022/01/29,Cien años de soledad,Marcia Brown,Ciencia,16,36.91
2022/04/29,Las voces del pasado,Shelly Solis,Misterio,14,20.37
2022/05/09,El alquimista,Mary Jones,Autoayuda,7,47.77
2021/08/22,La sombra del viento,Joan Martin,Autoayuda,3,30.2
2021/07/11,El misterio del tiempo,Tamara White,Misterio,19,15.44
2024/11/29,Bajo la luna roja,Edward Fisher,Ficción,13,5.98
2024/12/25,Crónicas de un viajero,Heather Black,Misterio,14,45.02
2025/03/15,Cien años de soledad,Stacey Harris,No Ficción,2,34.8
2023/03/24,Cien años de soledad,Michelle Lynch,Ciencia,15,39.7
2022/04/07,Las voces del pasado,David Armstrong,No Ficción,1,10.14
2025/02/18,Crónicas de un viajero,Colleen Kennedy,Misterio,7,26.8
2023/05/05,Bajo la luna roja,Julia Fuller,Misterio,14,25.68
2023/06/09,Secretos ocultos,Mr. Richard Hammond,Fantasía,4,38.83
2022/09/04,Destino incierto,Stephen Nelson,Fantasía,19,23.84
2021/12/16,Las voces del pasado,Theresa Wallace,Misterio,18,22.74
2022/04/01,La sombra del viento,Jamie Bowman,Ciencia,15,35.25
2024/11/17,Secretos ocultos,Denise Morgan,Ciencia,1,33.61
2022/01/27,Bajo la luna roja,Melody Rodriguez,Terror,3,22.31
2023/02/18,El misterio del tiempo,Samantha Richard,Autoayuda,10,33.9
2024/02/01,El arte de la guerra,Michael Ruiz,Autoayuda,17,28.02
2023/10/29,Destino incierto,Stephanie Li,Autoayuda,4,25.08
2022/12/08,La teoría del todo,Emily Wise,Historia,6,25.24
2024/10/27,Cien años de soledad,Jacob Williams,Fantasía,8,10.92
2023/05/05,Sombras en la ciudad,Erika Jennings,Terror,17,18.08
2023/10/07,Bajo la luna roja,Nicholas Wells,Romance,9,33.36
2021/04/11,Bajo la luna roja,Julie Allen,Romance,16,14.34
2024/05/20,La teoría del todo,Susan Walker,Fantasía,7,41.79
2021/08/26,Crónicas de un viajero,Anthony Bonilla,Terror,7,6.91
2023/03/23,Bajo la luna roja,Brian Shelton,Misterio,16,32.37
2023/09/19,Cien años de soledad,Sherry Bryant,Historia,8,21.87
2022/04/03,Mentes brillantes,Anita Grant,Romance,17,29.76
2023/11/13,Destino incierto,Joseph Hobbs,Misterio,3,40.34
2022/05/10,Destino incierto,Rodney Ramirez,No Ficción,17,31.17
2025/01/22,Las voces del pasado,Christopher Jackson,Terror,8,27.29
2021/09/12,Sombras en la ciudad,Joshua Nguyen,Misterio,12,18.32
2023/03/21,El enigma de la cueva,Karen Weber,Misterio,20,38.13
2021/06/08,Sombras en la ciudad,Tamara Smith,Ciencia,3,31.19
2023/02/07,Destino incierto,Alexis Woodard,Misterio,5,29.97
2025/03/25,Secretos ocultos,Paul Barber,Ficción,11,13.29
2024/03/20,El misterio del tiempo,Deborah Smith,Terror,4,20.6
2024/02/10,La teoría del todo,George Villarreal,No Ficción,19,46.26
2024/06/15,El alquimista,Brian Robinson,Ficción,6,16.18
2023/03/20,Las voces del pasado,Debra Brady,Ficción,16,35.87
2022/09/08,El alquimista,Patricia Koch,No Ficción,13,8.06
2021/10/03,El enigma de la cueva,Joshua Freeman,Romance,12,10.66
2023/06/21,El enigma de la cueva,Christopher Morris,Romance,15,26.17
2021/10/17,El último amanecer,Stephen Meyers,Romance,16,25.52
2022/05/24,Mentes brillantes,Chelsea Johnston,Historia,15,25.88
2021/08/21,Crónicas de un viajero,Christina Perry,Autoayuda,13,32.27
2021/11/04,Secretos ocultos,Jerome Thomas,Terror,2,36
2023/12/24,El enigma de la cueva,Shelley Thompson,Terror,13,13
2021/12/07,Sombras en la ciudad,James King,Ficción,4,45.07
2023/12/10,Las voces del pasado,Sonya Roy,Misterio,2,12.83
2022/12/26,Secretos ocultos,Ronald Jackson,No Ficción,9,20.77
2023/12/27,Destino incierto,Darin Taylor,Autoayuda,12,30.83
2022/03/14,Crónicas de un viajero,Richard Stevens,Terror,3,17.02
2023/04/29,Mentes brillantes,Deanna Holland,Misterio,2,5.32
2023/10/24,El alquimista,Hannah Carter,Misterio,13,36.76
2024/08/09,Cien años de soledad,Robin Shea,No Ficción,17,26.6
2022/12/10,El arte de la guerra,Aaron Hamilton,Autoayuda,12,27.29
2023/07/13,El arte de la guerra,Jason Jefferson,Historia,5,16.89
2023/02/11,El arte de la guerra,David Perez,Historia,16,43.67
2021/06/24,El último amanecer,Jason Rice,Historia,11,15.95
2024/09/26,El último amanecer,Bradley Garcia,No Ficción,9,48.62
2024/02/19,El alquimista,Crystal Noble,No Ficción,2,41.4
2023/10/19,Las voces del pasado,Crystal Ramos,Terror,7,9.42
2024/07/09,Mentes brillantes,Christina Savage,Ficción,14,41.74
2024/04/03,Destino incierto,Amy Palmer,Romance,19,30.03
2023/02/17,El último amanecer,Kenneth Stephenson,Romance,16,39.38
2023/08/14,Mentes brillantes,Chris Rice,Misterio,6,14.24
2021/10/03,El alquimista,Michele Herring,Ficción,13,21.18
2021/08/30,La sombra del viento,Keith Ross,Misterio,9,46.88
2022/07/13,La teoría del todo,Allison Davis,Terror,5,45.29
2024/07/06,Las voces del pasado,Justin Cook,Misterio,5,18.87
2022/11/10,El arte de la guerra,Jessica Adams,No Ficción,19,13.87
2022/07/29,El misterio del tiempo,Valerie Long,Autoayuda,9,30.44
2022/08/17,La sombra del viento,Angela Price,Autoayuda,7,46.03
2023/11/20,Secretos ocultos,Susan Taylor,Fantasía,9,26.72
2022/01/10,Secretos ocultos,Janet Oconnor,No Ficción,15,19.17
2022/04/15,El último amanecer,April Peters,Ciencia,7,27.18
2022/10/26,Bajo la luna roja,Adam Moran,Fantasía,6,13.75
2024/08/31,Cien años de soledad,Crystal Newton,No Ficción,5,13.55
2024/12/15,El último amanecer,Joe Fuentes,Ficción,14,31.88
2023/05/14,Destino incierto,Emily Macias,No Ficción,10,40.98
2021/09/30,El misterio del tiempo,Robert Thomas,Misterio,1,23.36
2022/10/08,Secretos ocultos,David Hull,Autoayuda,3,33.86
2021/06/08,Sombras en la ciudad,George Graham,Autoayuda,12,46.03
2022/02/27,Crónicas de un viajero,Nicole Rodriguez,Terror,6,40.36
2022/12/20,Cien años de soledad,Jason West,Fantasía,8,44.63
2023/06/06,El último amanecer,Cheryl Koch,Historia,5,6.23
2024/04/05,Las voces del pasado,Mr. William Miranda,Fantasía,1,20.7
2023/06/03,Destino incierto,John Peterson,Misterio,16,17.71
2021/12/12,Destino incierto,Donna Johnson,Terror,19,24.21
2021/06/07,Cien años de soledad,Lisa Mcdonald,Fantasía,7,8.66
2024/08/20,La teoría del todo,Jennifer Wilson,Autoayuda,16,31.14
2021/05/22,La teoría del todo,Dennis Russell,Misterio,5,18.95
2024/03/22,El último amanecer,Derek Russell,Ciencia,14,47.31
2022/04/28,Cien años de soledad,Justin Weber,Ciencia,20,31.72
2021/04/12,Cien años de soledad,Mitchell Thompson,Ficción,16,46.76
2023/06/23,La sombra del viento,Jason Shelton,Historia,18,19.28
2022/07/19,Cien años de soledad,Juan Reed,Romance,2,47.98
2022/03/18,Mentes brillantes,Brooke Thompson,Ficción,18,10.8
2021/09/02,Mentes brillantes,Jillian Schmidt,Historia,5,33.15
2022/10/17,Cien años de soledad,James Aguirre,Autoayuda,20,7.89
2022/08/31,Cien años de soledad,William Lopez,Fantasía,8,37.46
2023/02/20,El arte de la guerra,Donald Decker,Ficción,17,45.89
2022/08/23,Las voces del pasado,Megan Bradley,Ciencia,19,11.07
2024/05/29,Destino incierto,Gabriel Fleming,Historia,10,35.47
2023/04/12,El arte de la guerra,Hector Sellers,No Ficción,15,43.49
2023/11/07,Destino incierto,William Davis,Ficción,8,35.83
2022/11/08,Cien años de soledad,Mark Gonzalez,Terror,11,39.98
2024/11/10,El misterio del tiempo,Brandon Maldonado,Historia,11,44.14
2025/03/23,Las voces del pasado,Nicole Rodriguez,Ciencia,6,47.99
2021/08/22,El alquimista,Sierra Jones,Terror,4,49.71
2022/11/18,La teoría del todo,James Carter,Romance,18,8.47
2022/11/16,Sombras en la ciudad,Kristopher Jones,Autoayuda,7,21.63
2024/03/08,Las voces del pasado,Caitlin Jennings,Romance,12,46.72
2024/03/02,Las voces del pasado,Madison Clark,Autoayuda,14,42.9
2021/11/05,Destino incierto,William Adams,Ficción,11,9.83
2022/08/19,Destino incierto,Nicholas Braun,Romance,3,43.33
2024/07/12,Secretos ocultos,Kimberly Martin DDS,Terror,16,30.58
2023/05/23,Destino incierto,Rebecca Rowe,Historia,1,5.01
2023/08/30,Sombras en la ciudad,Jessica Lopez,Misterio,12,13.28
2021/05/19,El arte de la guerra,Mr. Jeremiah Wiggins,Ciencia,14,40.39
2025/01/20,La sombra del viento,Ashley Lopez,Ciencia,3,48.37
2025/03/09,El último amanecer,Kathy Johnson,Fantasía,3,27.09
2023/06/27,Sombras en la ciudad,Wesley Price,Romance,14,11.46
2023/04/11,La sombra del viento,Barbara Snyder,Historia,10,41.18
2022/03/13,Sombras en la ciudad,Anthony Cannon,No Ficción,11,39.16
2024/07/13,La sombra del viento,Eric Davenport,Ciencia,14,41.2
2022/05/18,El alquimista,John Thomas,Ficción,5,36.32
2024/06/01,Mentes brillantes,Gregory Ryan,No Ficción,19,21.32
2024/07/04,Destino incierto,Samuel Yates,Fantasía,9,12.54
2025/02/26,Secretos ocultos,John Oconnell,Terror,10,25.73
2021/11/10,La sombra del viento,Casey Ballard,Terror,10,24.58
2022/11/11,Mentes brillantes,Jonathan Lawson,Ciencia,8,13.61
2022/12/05,Cien años de soledad,Daniel Williams,Terror,14,30.16
2022/02/13,Secretos ocultos,Ashlee Campos DDS,Autoayuda,5,49.76
2021/06/25,El arte de la guerra,Anne Pratt,Misterio,17,8.25
2023/10/14,Secretos ocultos,Timothy Green,Fantasía,18,36.23
2023/04/04,Destino incierto,Matthew Hale,Autoayuda,15,44.42
2023/07/20,El misterio del tiempo,William Kelley,Terror,13,37
2022/01/24,Crónicas de un viajero,Tami Roman,Fantasía,9,23.48
2022/11/19,El enigma de la cueva,Zachary Mitchell,Autoayuda,4,43.25
2023/08/10,Las voces del pasado,Melissa Mills,Ciencia,4,24.27
2024/12/10,Destino incierto,Kenneth Benjamin,Ficción,8,29.26
2021/07/15,El misterio del tiempo,Derek Gonzalez,Fantasía,6,31.57
2022/12/26,Las voces del pasado,John Mcdaniel,Misterio,4,35.5
2022/02/26,El último amanecer,Erin Nielsen,Fantasía,15,38.66
2023/11/27,La teoría del todo,Gabriel Torres,Ciencia,13,31.64
2021/09/29,Crónicas de un viajero,Alison Perez,Romance,4,33.7
2024/12/29,El misterio del tiempo,Jerry Kramer,Romance,4,26.86
2022/10/09,La teoría del todo,Shane Moore,Autoayuda,17,18.9
2023/01/14,El arte de la guerra,Jessica Jones,Ficción,13,26.8
2024/10/04,Las voces del pasado,Lawrence Li,Ciencia,5,24.64
2021/09/26,El enigma de la cueva,David Johnson,Fantasía,7,27.56
2021/07/10,El misterio del tiempo,Samuel Wright,Misterio,2,19.12
2021/05/25,El misterio del tiempo,Sarah Edwards,Misterio,1,49.27
2022/08/21,Secretos ocultos,Carl Small,Terror,13,9.9
2021/10/12,Crónicas de un viajero,Jason Hernandez,Ficción,16,30.45
2025/03/07,El alquimista,Cody Shepherd,Ciencia,11,14.02
2022/08/14,El arte de la guerra,Amy Golden PhD,No Ficción,5,44.15
2023/03/26,El último amanecer,Michael Berry,Ficción,19,43.47
2022/04/06,Secretos ocultos,Lori Lewis,Terror,9,5.54
2021/08/03,El alquimista,Melanie Bishop,Misterio,9,32.06
2021/03/31,Bajo la luna roja,Karen Calderon,Fantasía,4,46.01
2024/01/19,El enigma de la cueva,Linda Garner,Misterio,5,48.92
2024/11/09,El arte de la guerra,Frank Robinson,Ficción,11,22.63
2023/04/08,El arte de la guerra,Jonathan Stevens,No Ficción,16,43.92
2024/12/24,El arte de la guerra,Barbara Willis,Ciencia,6,35.89
2022/07/08,El misterio del tiempo,Bethany Francis,Historia,13,44.52
2023/12/14,Bajo la luna roja,Yvette Reyes,Ficción,17,49.95
2021/07/03,La teoría del todo,Katherine Williams,Historia,4,22.71
2023/02/22,Secretos ocultos,Stephen Allen,Ciencia,10,27.06
2024/07/08,Cien años de soledad,Melissa Duarte,Ficción,15,31.28
2025/01/30,Crónicas de un viajero,Ana Guzman,Historia,18,15.53
2024/10/12,Destino incierto,Paul King,Ciencia,17,30.97
2021/08/01,Bajo la luna roja,Crystal Ford,No Ficción,5,17.1
2024/11/29,Sombras en la ciudad,Derrick Yates,Historia,14,34.47
2023/10/28,La sombra del viento,Valerie Robinson,No Ficción,20,7.37
2024/07/03,Mentes brillantes,Abigail Burton,Ciencia,13,15.13
2021/07/21,Las voces del pasado,Ashley Miller MD,Romance,15,40.54
2021/05/14,El arte de la guerra,Ashley Turner,Fantasía,12,34.63
2022/12/17,El alquimista,Richard Alexander MD,Fantasía,9,31.87
2023/04/14,Sombras en la ciudad,Jennifer Case,Ciencia,10,27.99
2024/08/14,El alquimista,Ryan Brown,Misterio,1,17.91
2024/02/23,Bajo la luna roja,Beth Mills,Historia,3,15.92
2022/11/08,Crónicas de un viajero,Nichole Koch,Autoayuda,8,7.33
2022/06/24,Secretos ocultos,Margaret Hatfield,Ciencia,20,44.7
2022/07/13,Mentes brillantes,Emily Sampson,Ficción,11,15.88
2025/02/25,Mentes brillantes,Mindy Morgan,Ficción,12,9.65
2024/02/27,Sombras en la ciudad,Yolanda Hicks,Ciencia,1,6.45
2021/08/06,Secretos ocultos,Danny Harrison,Terror,11,46.72
2023/12/13,El último amanecer,Christopher Wong,Historia,11,42.27
2024/06/13,La teoría del todo,Michele Owen,Romance,15,19.16
2021/09/13,Sombras en la ciudad,Yolanda Payne,No Ficción,4,13.92
2024/04/18,El misterio del tiempo,Scott Young,Ficción,12,6.46
2024/04/05,Las voces del pasado,Lauren Hernandez,Historia,2,16.93
2023/11/30,El enigma de la cueva,Christian Nguyen,Ficción,10,30.26
2023/09/16,El misterio del tiempo,Brad Garcia,Misterio,2,40.54
2021/12/06,Crónicas de un viajero,Tracy Rodriguez,Ciencia,6,25.67
2024/05/25,Destino incierto,Jennifer Matthews,Ficción,1,36.82
2023/07/28,El último amanecer,Sarah Roach,Fantasía,5,47.32
2021/07/27,Bajo la luna roja,Carla Weeks,Historia,20,48.32
2023/06/26,Sombras en la ciudad,Anita Ferguson,Romance,2,49.36
2024/10/22,Cien años de soledad,Tara Brown,Terror,4,31.71
2021/05/07,Bajo la luna roja,Shannon Burke,Misterio,8,23.73
2023/02/06,Secretos ocultos,Maria Marshall,Autoayuda,13,48.34
2021/06/15,El alquimista,Stephanie Anderson,Terror,1,38.64
2021/07/25,Crónicas de un viajero,Brian Rogers,Fantasía,19,7.75
2023/06/12,Secretos ocultos,John Hunter,Misterio,5,41.72
2024/06/22,La sombra del viento,Mark Miller,Fantasía,1,17.82
2023/06/13,La sombra del viento,Alicia Campbell,Misterio,14,12.17
2023/03/24,El arte de la guerra,Christopher Trevino,Terror,20,26.17
2023/12/30,El último amanecer,Christine Williams,Fantasía,11,16.42
2022/08/02,Sombras en la ciudad,Jesse Brown,Autoayuda,6,23.18
2022/03/25,Cien años de soledad,Ashley Norton,Ciencia,20,5.18
2023/03/23,Las voces del pasado,Dana Cox,Autoayuda,4,24.53
2022/02/02,Crónicas de un viajero,Ricky Lang,Autoayuda,14,43.15
2022/09/27,Las voces del pasado,Jonathan Cole,Fantasía,15,13.39
2023/06/03,La teoría del todo,Taylor Taylor,Misterio,17,35.18
2024/04/11,El alquimista,Phyllis Lam,Autoayuda,16,43.81
2024/02/14,La teoría del todo,Rebecca Johnston,No Ficción,11,21.87
2023/06/04,El alquimista,Kristin Nichols,Autoayuda,3,30.2
2022/01/13,Crónicas de un viajero,Colleen Lee,Ficción,5,26.75
2022/10/09,Mentes brillantes,Christopher Martin,Misterio,11,10.62
2022/04/16,Cien años de soledad,Richard Mitchell,Autoayuda,1,31.5
2024/01/26,Las voces del pasado,Jessica Hurley,Historia,6,17.89
2022/08/23,El enigma de la cueva,Derrick Phillips,No Ficción,9,23.63
2022/10/30,La teoría del todo,Zachary Alexander,Ciencia,1,12.39
2024/02/15,La teoría del todo,Holly Wagner,No Ficción,15,13.11
2023/12/15,La sombra del viento,Tara Green,Ficción,7,37.77
2024/02/07,El enigma de la cueva,Brooke Hernandez,Terror,7,48.61
2025/01/15,El arte de la guerra,Teresa Williams,Fantasía,8,27.98
2021/12/26,El alquimista,Beth Marshall,Ficción,4,19.64
2023/12/19,Secretos ocultos,Andrea Cruz,No Ficción,15,30.36
2023/03/28,Bajo la luna roja,Alexandra Hale,Romance,10,21.42
2023/05/24,El último amanecer,Alexander Lowe,Terror,13,37.59
2023/02/28,Sombras en la ciudad,Morgan Byrd,Romance,5,20.11
2024/06/26,La sombra del viento,Peter Cole,Ciencia,9,42.41
2022/09/16,Cien años de soledad,Lisa Walsh,No Ficción,13,39.65
2023/09/04,Bajo la luna roja,Adam Briggs,Romance,10,39.23
2021/07/20,El misterio del tiempo,Jasmin Perry MD,Romance,20,11.31
2022/02/09,Cien años de soledad,Ernest Henderson PhD,Historia,9,8.99
2022/01/13,Sombras en la ciudad,Diana Morris,Ficción,2,48.78
2022/10/24,Destino incierto,Miguel Bradley,Terror,4,6.11
2024/02/14,El arte de la guerra,Laurie Martin,Fantasía,1,30.83
2024/09/09,La teoría del todo,Jenna Suarez,Romance,9,36.01
2025/02/15,Sombras en la ciudad,Jordan Stevenson,Romance,17,33.52
2022/08/09,Bajo la luna roja,Joseph Rojas,Ciencia,12,46.58
2024/11/22,El arte de la guerra,Joann Baird,Romance,5,10.67
2023/05/16,El último amanecer,Matthew Evans,Historia,5,35.02
2021/10/27,Cien años de soledad,Lisa Mcdaniel,Historia,17,49.93
2024/10/01,El alquimista,Edward Miller,Historia,14,41.59
2022/08/11,El misterio del tiempo,Matthew Peters,Terror,3,49.95
2023/12/14,La teoría del todo,Jessica Wallace,Ciencia,16,33.56
2021/09/30,Bajo la luna roja,David Carpenter,Misterio,17,33.03
2022/01/06,Crónicas de un viajero,Nancy Gentry,Ficción,14,19.55
2024/02/24,La sombra del viento,Kristie Smith,Historia,9,42.14
2024/12/22,El misterio del tiempo,Chad Burns,Fantasía,1,32.05
2022/10/26,Secretos ocultos,Alison Porter,Terror,14,22.92
2022/01/05,La sombra del viento,Gary Fleming,Romance,6,10.03
2023/04/25,Secretos ocultos,Leslie Murray,Misterio,3,17.48
2023/06/28,Cien años de soledad,Kelly Sandoval,Ciencia,5,43.74
2023/02/18,Secretos ocultos,Sarah Cooper,Autoayuda,13,13.16
2021/12/25,El enigma de la cueva,Monica Vargas,Autoayuda,7,25.17
2022/12/09,El arte de la guerra,Michael Jones,No Ficción,13,25.25
2021/11/12,Secretos ocultos,Brittany Mills,Ciencia,20,16.2
2022/08/12,Bajo la luna roja,Caleb Smith,Terror,17,12.1
2021/07/21,El enigma de la cueva,Kayla Watts,No Ficción,18,34.08
2022/03/30,El arte de la guerra,David Boyer,Autoayuda,2,19.61
2021/07/18,El alquimista,Jeremiah Roberts,Misterio,14,29.29
2024/02/20,La sombra del viento,Victor Vargas,No Ficción,13,13.48
2025/03/13,El arte de la guerra,Eric Chapman,Misterio,2,45.51
2022/12/16,Crónicas de un viajero,Sierra Alexander,Fantasía,11,39.7
2023/10/14,Mentes brillantes,Mr. Justin Murray,No Ficción,11,26.21
2024/03/19,Secretos ocultos,Megan Jennings,Ficción,16,42.71
2024/04/11,Secretos ocultos,Ashley Lee,Historia,20,49.51
2025/03/19,Mentes brillantes,Sheila Robinson,Misterio,13,37.83
2023/07/11,La teoría del todo,Lindsey Bell,Ciencia,5,33.92
2022/04/19,El alquimista,Mark Finley,Fantasía,14,34.28
2021/10/29,El enigma de la cueva,James David,Ciencia,3,29.37
2021/07/13,Destino incierto,Patricia Espinoza,Romance,11,11.97
2024/08/07,Las voces del pasado,Brandon Fuller,Autoayuda,17,26.93
2021/05/10,La sombra del viento,Thomas Carroll,Ficción,5,44.1
2022/03/06,Crónicas de un viajero,Madeline Richardson,Ciencia,3,24.61
2024/04/20,Bajo la luna roja,Jacqueline Walker,Ciencia,19,45.28
2024/03/27,Mentes brillantes,Holly Ford,Ciencia,8,25.35
2025/03/14,El alquimista,Bridget Green,Historia,9,12.95
2024/07/17,Las voces del pasado,Timothy Hansen DVM,Ficción,10,22.08
2023/11/17,Bajo la luna roja,Isaac Stephens,Romance,2,27.63
2024/08/02,Sombras en la ciudad,David Bowen,Ficción,8,5.66
2025/03/29,Cien años de soledad,Tammy Holt,Ficción,9,11.27
2021/12/20,Sombras en la ciudad,Diamond Carter,Misterio,8,11.58
2022/03/18,El último amanecer,Mr. Douglas Lawrence,Misterio,8,36.48
2021/05/07,Destino incierto,Sarah Clark,Ficción,4,39.45
2024/04/09,Las voces del pasado,Kathleen Walsh,Fantasía,7,38.37
2021/09/30,La sombra del viento,Cameron Woods,Ficción,14,14.93
2024/03/18,El último amanecer,Andrea Wallace,Misterio,16,48.76
2023/12/04,Cien años de soledad,Jennifer Zimmerman,No Ficción,17,34.62
2021/10/14,La sombra del viento,Chris Boyle,Romance,2,36.2
2024/04/14,Crónicas de un viajero,Benjamin Clark,Ciencia,19,45.88
2021/12/21,El arte de la guerra,Gail Smith,Historia,8,5.56
2025/01/28,La teoría del todo,William Watson,Terror,18,40.19
2023/05/28,El alquimista,Olivia Reynolds,Autoayuda,20,40.52
2022/06/09,Crónicas de un viajero,David Diaz,Misterio,14,6.19
2021/05/13,Mentes brillantes,Casey Martin,Ficción,9,27.25
2024/03/08,Secretos ocultos,Mr. Colin Melendez II,Ciencia,1,10.68
2023/07/23,Destino incierto,Miss Margaret Chavez,Historia,10,21.3
2023/01/16,La teoría del todo,Marie Murphy,Fantasía,20,20.72
2024/10/27,Las voces del pasado,Scott Haynes,Historia,16,37.94
2024/08/22,El misterio del tiempo,David Tucker,Fantasía,8,34.05
2024/08/15,La teoría del todo,Shane Montgomery,Terror,10,10.67
2024/02/10,Secretos ocultos,Sherry Lewis,Romance,12,13.65
2023/12/04,La teoría del todo,Michelle Allen,Autoayuda,4,18.57
